neighborhood,aquarium,art_gallery,bakery,bar,beauty_salon,book_store,bus_station,cafe,casino,church,clothing_store,convenience_store,department_store,doctor,drugstore,electronics_store,furniture_store,gas_station,gym,hair_care,hardware_store,hindu_temple,home_goods_store,jewelry_store,laundry,lawyer,library,light_rail_station,liquor_store,lodging,meal_delivery,meal_takeaway,mosque,movie_theater,museum,night_club,park,parking,pet_store,pharmacy,police,restaurant,school,shoe_store,shopping_mall,spa,stadium,store,subway_station,supermarket,synagogue,taxi_stand,tourist_attraction,train_station,transit_station,university,veterinary_care,zoo
Columbia Heights,0,0,2,50,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
