Neighborhood,group_sic_code_name_ext,group_sic_code,count
Edgewater,Synagogues,866112.0,1
Edgewater,Tax Return Preparation & Filing,729101.0,6
Edgewater,Taxis,412101.0,1
Edgewater,Telephone Companies,481304.0,1
Edgewater,Theatres Live,792207.0,2
Edgewater,Tourist Information,472401.0,1
Edgewater,Toy Stores,594517.0,2
Edgewater,Train Stations,401190.0,3
Edgewater,Transportation Services,411914.0,2
Edgewater,Travel Agents,472402.0,2
Edgewater,Variety Stores,533101.0,1
Edgewater,Veterinarians Dvm Vmd Public Health,74220.0,1
Edgewater,Wines Retail,592103.0,2
Edison Park,(All) Dentists,802101.0,7
Edison Park,(All) Doctors,801101.0,10
Edison Park,(All) Insurance,641112.0,13
Edison Park,(All) Restaurants,581208.0,7
Edison Park,Advertising Marketing,731115.0,8
Edison Park,Agricultural Products,13901.0,1
Edison Park,Art Galleries & Dealers,599969.0,3
Edison Park,Art Schools,829919.0,2
Edison Park,Bakers Cake & Pie,546103.0,3
Edison Park,Banks,602101.0,3
Edison Park,Banquet Rooms,581223.0,1
Edison Park,Barbers,724101.0,3
Edison Park,Bars,581301.0,5
Edison Park,Beauty Salons-Equipment &  Supplies (Wholesale),508702.0,15
Edison Park,Bowling Centers,793301.0,1
Edison Park,Business Services NEC,738999.0,10
Edison Park,Cafes,581214.0,1
Edison Park,Car Service,411904.0,2
Edison Park,Car Washes,754201.0,3
Edison Park,Cell Phones,599902.0,1
Edison Park,Chinaware & Glassware Retail,571921.0,1
Edison Park,Church Organizations,866104.0,4
Edison Park,Clothing Retail,565101.0,1
Edison Park,Clubs,864108.0,1
Edison Park,Computer Parts & Supplies,573402.0,1
Edison Park,Computer Services,737101.0,1
Edison Park,Construction Building Contractors,152130.0,25
Edison Park,Construction Materials NEC (Wholesale),503999.0,3
Edison Park,Copiers,504403.0,1
Edison Park,Curtains Shower & Bath Wholesale,502332.0,2
Edison Park,Day Care,835101.0,2
Edison Park,Delicatessens,581209.0,1
Edison Park,Delivery Service,421205.0,1
Edison Park,Driving Instruction,829902.0,1
Edison Park,Dry Cleaners,721201.0,6
Edison Park,Electric Equipment & Supplies Retail,521135.0,1
Edison Park,Financial Planners,628205.0,2
Edison Park,Flooring,175203.0,2
Edison Park,Florists,599201.0,1
Edison Park,Food Markets,541101.0,1
Edison Park,Funeral Homes,726103.0,2
Edison Park,Furniture Stores,571216.0,2
Edison Park,Gas Stations,554101.0,1
Edison Park,Gift Shops,594712.0,2
Edison Park,Government Pension Health/Welfare Funds,637104.0,2
Edison Park,Health Clubs & Gyms,799101.0,3
Edison Park,Home Centers,521138.0,3
Edison Park,Homes Personal Care Facility,805911.0,3
Edison Park,Hotels & Motels,701101.0,1
Edison Park,House Cleaning,734922.0,4
Edison Park,Investments,621111.0,5
Edison Park,Jewelers,594409.0,3
Edison Park,Laboratories Agricultural,873122.0,1
Edison Park,Laundry & Garment Services NEC,721999.0,2
Edison Park,Legal Services,811198.0,14
Edison Park,Manicurists,723102.0,1
Edison Park,Manufacturers,399903.0,1
Edison Park,Medical Supplies,504704.0,1
Edison Park,Moving Services,421401.0,1
Edison Park,News Service,738301.0,2
Edison Park,Nursing & Personal Care NEC,805999.0,7
Edison Park,Office Equipment (Wholesale),504498.0,3
Edison Park,Parking Garages,752102.0,1
Edison Park,Pet Services,75210.0,2
Edison Park,Pharmaceutical Products Wholesale,512203.0,1
Edison Park,Pharmacies,591205.0,1
Edison Park,Photography,722121.0,1
Edison Park,Preschools,835102.0,1
Edison Park,Real Estate Agents,653118.0,14
Edison Park,Research Labs,873101.0,4
Edison Park,Retail Shops,531104.0,2
Edison Park,Schools (K-12),821103.0,2
Edison Park,Security Control Equipment & Systems-Wholesale,506304.0,2
Edison Park,Tax Return Preparation & Filing,729101.0,3
Edison Park,Taxis,412101.0,3
Edison Park,Telecommunications Services,481302.0,1
Edison Park,Telephone Companies,481304.0,3
Edison Park,Theatres Live,792207.0,1
Edison Park,Transportation Services,411914.0,1
Edison Park,Travel Agents,472402.0,6
Edison Park,Veterinarians Dvm Vmd Public Health,74220.0,1
Edison Park,Wholesale Clubs,531110.0,1
Edison Park,Wines Retail,592103.0,3
Englewood,(All) Auto Dealers,551102.0,1
Englewood,(All) Dentists,802101.0,5
Englewood,(All) Doctors,801101.0,17
Englewood,(All) Insurance,641112.0,1
Englewood,(All) Places Of Worship,866107.0,7
Englewood,(All) Restaurants,581208.0,19
Englewood,Auto Body Shops,753201.0,5
Englewood,Automobile Accessories,553129.0,1
Englewood,Banks,602101.0,5
Englewood,Barbers,724101.0,6
Englewood,Bars,581301.0,1
Englewood,Beauty Salons-Equipment &  Supplies (Wholesale),508702.0,16
Englewood,Business Services NEC,738999.0,1
Englewood,Cafes,581214.0,4
Englewood,Car Service,411904.0,5
Englewood,Car Washes,754201.0,2
Englewood,Cell Phones,599902.0,11
Englewood,Church Organizations,866104.0,64
Englewood,Cigar Cigarette & Tobacco Dealers-Wholesale,519402.0,1
Englewood,City Government Executive Offices,911104.0,1
Englewood,Clothing Retail,565101.0,3
Englewood,Cocktail Lounges,581303.0,3
Englewood,Coffee Shops,581228.0,1
Englewood,Colleges & Universities,822101.0,3
Englewood,Computer Services,737101.0,1
Englewood,Construction Building Contractors,152130.0,12
Englewood,Construction Materials NEC (Wholesale),503999.0,4
Englewood,Convenience Stores,541103.0,6
Englewood,Cultural Centres,841206.0,1
Englewood,Curtains Shower & Bath Wholesale,502332.0,1
Englewood,Day Care,835101.0,17
Englewood,Dry Cleaners,721201.0,1
Englewood,Federal Government Executive Offices,911101.0,2
Englewood,Food Markets,541101.0,5
Englewood,Funeral Homes,726103.0,3
Englewood,Furniture Stores,571216.0,6
Englewood,Gas Stations,554101.0,7
Englewood,Government Pension Health/Welfare Funds,637104.0,15
Englewood,Grocers Health Foods,541108.0,1
Englewood,Grocery Stores,541105.0,14
Englewood,Hardware Stores,525104.0,1
Englewood,Health Clubs & Gyms,799101.0,2
Englewood,Homes Personal Care Facility,805911.0,3
Englewood,Hospitals,806202.0,1
Englewood,Hotels & Motels,701101.0,1
Englewood,House Cleaning,734922.0,4
Englewood,Jewelers,594409.0,1
Englewood,Laundry & Garment Services NEC,721999.0,3
Englewood,Legal Services,811198.0,1
Englewood,Libraries,823106.0,1
Englewood,Manicurists,723102.0,4
Englewood,Manufacturers,399903.0,2
Englewood,Medical Supplies,504704.0,2
Englewood,Museums,841201.0,1
Englewood,News Service,738301.0,1
Englewood,Nursing & Personal Care NEC,805999.0,12
Englewood,Office Equipment (Wholesale),504498.0,1
Englewood,Paint Stores,523107.0,1
Englewood,Parking Garages,752102.0,2
Englewood,Parks,799951.0,3
Englewood,Pharmacies,591205.0,8
Englewood,Post Offices,431101.0,1
Englewood,Real Estate Agents,653118.0,13
Englewood,Recycling Centers (Wholesale),509312.0,1
Englewood,Retail Shops,531104.0,1
Englewood,Rubber & Plastic Footwear Retail,566112.0,2
Englewood,Schools (K-12),821103.0,17
Englewood,Shopping Centers & Malls,651201.0,2
Englewood,Sportswear,569913.0,1
Englewood,Stock Exchanges,623102.0,5
Englewood,Tax Return Preparation & Filing,729101.0,7
Englewood,Telecommunications Services,481302.0,1
Englewood,Tire Service,753402.0,2
Englewood,Transportation Authorities,962107.0,1
Englewood,Transportation Services,411914.0,3
Englewood,Variety Stores,533101.0,4
Englewood,Vocational Schools NEC,824999.0,1
Englewood,Wines Retail,592103.0,9
Fuller Park,(All) Places Of Worship,866107.0,1
Fuller Park,(All) Restaurants,581208.0,4
Fuller Park,Bars,581301.0,1
Fuller Park,Business Services NEC,738999.0,1
Fuller Park,Butchering (Wholesale),514701.0,1
Fuller Park,Car Service,411904.0,3
Fuller Park,Cell Phones,599902.0,1
Fuller Park,Church Organizations,866104.0,8
Fuller Park,Construction Building Contractors,152130.0,1
Fuller Park,Construction Materials NEC (Wholesale),503999.0,1
Fuller Park,Dance Clubs,869921.0,1
Fuller Park,Day Care,835101.0,1
Fuller Park,Delicatessens,581209.0,1
Fuller Park,Department Stores,531102.0,1
Fuller Park,Federal Government General Offices,919901.0,2
Fuller Park,Financial Planners,628205.0,1
Fuller Park,Gas Stations,554101.0,2
Fuller Park,Grills Barbecue,572233.0,1
Fuller Park,Grocery Stores,541105.0,1
Fuller Park,Investments,621111.0,1
Fuller Park,Nursing & Personal Care NEC,805999.0,1
Fuller Park,Parks,799951.0,2
Fuller Park,Real Estate Agents,653118.0,1
Fuller Park,Schools (K-12),821103.0,3
Fuller Park,Taxis,412101.0,1
Fuller Park,Transportation Services,411914.0,1
Fuller Park,Wines Retail,592103.0,1
Gage Park,(All) Auto Dealers,551102.0,5
Gage Park,(All) Dentists,802101.0,7
Gage Park,(All) Doctors,801101.0,7
Gage Park,(All) Insurance,641112.0,13
Gage Park,(All) Restaurants,581208.0,21
Gage Park,Advertising Marketing,731115.0,1
Gage Park,Amusement Places,799601.0,1
Gage Park,Art Galleries & Dealers,599969.0,1
Gage Park,Auto Body Shops,753201.0,1
Gage Park,Bakers Cake & Pie,546103.0,5
Gage Park,Banks,602101.0,4
Gage Park,Bars,581301.0,2
Gage Park,Beauty Salons-Equipment &  Supplies (Wholesale),508702.0,13
Gage Park,Business Services NEC,738999.0,2
Gage Park,Car Service,411904.0,15
Gage Park,Caterers,581212.0,1
Gage Park,Cell Phones,599902.0,9
Gage Park,Chinaware & Glassware Retail,571921.0,1
Gage Park,Church Organizations,866104.0,12
Gage Park,Cigar Cigarette & Tobacco Dealers-Wholesale,519402.0,1
Gage Park,City Government Executive Offices,911104.0,1
Gage Park,Clothing Retail,565101.0,3
Gage Park,Cocktail Lounges,581303.0,1
Gage Park,Computer Parts & Supplies,573402.0,2
Gage Park,Construction Building Contractors,152130.0,7
Gage Park,Construction Materials NEC (Wholesale),503999.0,4
Gage Park,Convenience Stores,541103.0,1
Gage Park,Copiers,504403.0,1
Gage Park,Day Care,835101.0,7
Gage Park,Delicatessens,581209.0,1
Gage Park,Delivery Service,421205.0,1
Gage Park,Department Stores,531102.0,5
Gage Park,Dry Cleaners,721201.0,1
Gage Park,Dvd Sales & Service,573132.0,2
Gage Park,Electric Equipment & Supplies Retail,521135.0,3
Gage Park,Electronic Equipment & Supplies Retail,573117.0,1
Gage Park,Federal Government Executive Offices,911101.0,1
Gage Park,Federal Government General Offices,919901.0,1
Gage Park,Financial Planners,628205.0,1
Gage Park,Florists,599201.0,1
Gage Park,Food Markets,541101.0,5
Gage Park,Food Specialties Retail,549910.0,1
Gage Park,Funeral Homes,726103.0,2
Gage Park,Furniture Stores,571216.0,5
Gage Park,Gas Stations,554101.0,7
Gage Park,Gift Shops,594712.0,1
Gage Park,Glass Replacement Shops,753698.0,1
Gage Park,Government Pension Health/Welfare Funds,637104.0,5
Gage Park,Grocery Stores,541105.0,12
Gage Park,Hardware Stores,525104.0,1
Gage Park,Health Clubs & Gyms,799101.0,1
Gage Park,Hobby & Model Shops,594508.0,1
Gage Park,Hospitals,806202.0,1
Gage Park,House Cleaning,734922.0,2
Gage Park,Ice Cream Parlors,581203.0,3
Gage Park,Investments,621111.0,2
Gage Park,Kitchen Accessories,571928.0,2
Gage Park,Laundry & Garment Services NEC,721999.0,5
Gage Park,Legal Services,811198.0,2
Gage Park,Libraries,823106.0,1
Gage Park,Manicurists,723102.0,2
Gage Park,Manufacturers,399903.0,2
Gage Park,Medical Supplies,504704.0,1
Gage Park,Miscellaneous Food Stores,549999.0,1
Gage Park,Motorcycle Repair & Service,769967.0,1
Gage Park,Nursing & Personal Care NEC,805999.0,2
Gage Park,Office Equipment (Wholesale),504498.0,2
Gage Park,Parks,799951.0,2
Gage Park,Pharmacies,591205.0,2
Gage Park,Photography,722121.0,1
Gage Park,Post Offices,431101.0,1
Gage Park,Race Tracks,794801.0,1
Gage Park,Real Estate Agents,653118.0,3
Gage Park,Recycling Centers (Wholesale),509312.0,1
Gage Park,Repair Shops & Related Services NEC,769999.0,1
Gage Park,Restaurants Cyber Cafes,581254.0,1
Gage Park,Retail Shops,531104.0,5
Gage Park,Rubber & Plastic Footwear Retail,566112.0,2
Gage Park,Schools (K-12),821103.0,9
Gage Park,Stock Exchanges,623102.0,3
Gage Park,Tax Return Preparation & Filing,729101.0,7
Gage Park,Telephone Companies,481304.0,3
Gage Park,Tire Service,753402.0,4
Gage Park,Toy Stores,594517.0,1
Gage Park,Transportation Services,411914.0,4
Gage Park,Travel Agents,472402.0,7
Gage Park,Truck Repair & Service,753812.0,2
Gage Park,Variety Stores,533101.0,2
Gage Park,Video & DVD Rental,784102.0,2
Gage Park,Wines Retail,592103.0,2
Galewood,(All) Auto Dealers,551102.0,1
Galewood,(All) Dentists,802101.0,4
Galewood,(All) Doctors,801101.0,12
Galewood,(All) Insurance,641112.0,7
Galewood,(All) Restaurants,581208.0,8
Galewood,Advertising Marketing,731115.0,2
Galewood,Art Schools,829919.0,1
Galewood,Bakers Cake & Pie,546103.0,2
Galewood,Banks,602101.0,6
Galewood,Barbers,724101.0,1
Galewood,Beauty Salons-Equipment &  Supplies (Wholesale),508702.0,6
Galewood,Business Services NEC,738999.0,3
Galewood,Car Service,411904.0,3
Galewood,Caterers,581212.0,1
Galewood,Cell Phones,599902.0,2
Galewood,Church Organizations,866104.0,6
Galewood,City Government Regulation/Adm Comms/Utilities,963104.0,1
Galewood,Clothing Retail,565101.0,4
Galewood,Coffee Shops,581228.0,2
Galewood,Computer Parts & Supplies,573402.0,1
Galewood,Computer Services,737101.0,1
Galewood,Construction Building Contractors,152130.0,14
Galewood,Construction Materials NEC (Wholesale),503999.0,2
Galewood,Convenience Stores,541103.0,1
Galewood,Currency Exchanges,609901.0,1
Galewood,Curtains Shower & Bath Wholesale,502332.0,1
Galewood,Dance Clubs,869921.0,1
Galewood,Day Care,835101.0,8
Galewood,Distribution Services,731908.0,1
Galewood,Dry Cleaners,721201.0,3
Galewood,Dvd Sales & Service,573132.0,1
Galewood,Electronic Equipment & Supplies Retail,573117.0,1
Galewood,Financial Planners,628205.0,3
Galewood,Flooring,175203.0,1
Galewood,Florists,599201.0,2
Galewood,Food Markets,541101.0,1
Galewood,Funeral Homes,726103.0,4
Galewood,Gas Stations,554101.0,1
Galewood,Gift Shops,594712.0,1
Galewood,Government Pension Health/Welfare Funds,637104.0,3
Galewood,Grills Barbecue,572233.0,1
Galewood,Grocers Health Foods,541108.0,1
Galewood,Hobby & Model Shops,594508.0,1
Galewood,Home Centers,521138.0,1
Galewood,Homes Personal Care Facility,805911.0,2
Galewood,Hospitals,806202.0,2
Galewood,House Cleaning,734922.0,1
Galewood,Investments,621111.0,1
Galewood,Legal Services,811198.0,7
Galewood,Manicurists,723102.0,3
Galewood,Moving Services,421401.0,2
Galewood,Musical Instruments,573608.0,1
Galewood,News Service,738301.0,1
Galewood,Nursing & Personal Care NEC,805999.0,7
Galewood,Office Equipment (Wholesale),504498.0,3
Galewood,Parking Garages,752102.0,3
Galewood,Parks,799951.0,1
Galewood,Pet Services,75210.0,4
Galewood,Pet Supplies,599929.0,2
Galewood,Pharmacies,591205.0,2
Galewood,Photography,722121.0,1
Galewood,Preschools,835102.0,1
Galewood,Real Estate Agents,653118.0,12
Galewood,Real Estate Developers,655202.0,1
Galewood,Rubber & Plastic Footwear Retail,566112.0,1
Galewood,Schools (K-12),821103.0,4
Galewood,Specialty Hospitals Except Psychiatric,806998.0,1
Galewood,Tax Return Preparation & Filing,729101.0,3
Galewood,Tire Service,753402.0,1
Galewood,Transportation Services,411914.0,1
Garfield Park,(All) Dentists,802101.0,4
Garfield Park,(All) Doctors,801101.0,5
Garfield Park,(All) Insurance,641112.0,1
Garfield Park,(All) Places Of Worship,866107.0,1
Garfield Park,(All) Restaurants,581208.0,18
Garfield Park,Animal Shelters,75203.0,1
Garfield Park,Appliances Household Major Repairing,762902.0,1
Garfield Park,Art Galleries & Dealers,599969.0,1
Garfield Park,Auto Body Shops,753201.0,2
Garfield Park,Banks,602101.0,5
Garfield Park,Barbers,724101.0,3
Garfield Park,Bars,581301.0,1
Garfield Park,Beauty Salons-Equipment &  Supplies (Wholesale),508702.0,11
Garfield Park,Business Services NEC,738999.0,9
Garfield Park,Car Service,411904.0,7
Garfield Park,Car Washes,754201.0,2
Garfield Park,Caterers,581212.0,1
Garfield Park,Cell Phones,599902.0,4
Garfield Park,Children's Clothing,564103.0,1
Garfield Park,Church Organizations,866104.0,17
Garfield Park,Clothing Retail,565101.0,16
Garfield Park,Cocktail Lounges,581303.0,1
Garfield Park,Comedy Clubs,581307.0,1
Garfield Park,Construction Building Contractors,152130.0,5
Garfield Park,Construction Materials NEC (Wholesale),503999.0,1
Garfield Park,Convenience Stores,541103.0,2
Garfield Park,Curtains Shower & Bath Wholesale,502332.0,1
Garfield Park,Day Care,835101.0,7
Garfield Park,Department Stores,531102.0,3
Garfield Park,Dry Cleaners,721201.0,1
Garfield Park,Dvd Sales & Service,573132.0,2
Garfield Park,Electric Equipment & Supplies Retail,521135.0,1
Garfield Park,Electronic Equipment & Supplies Retail,573117.0,1
Garfield Park,Financial Planners,628205.0,1
Garfield Park,Flooring,175203.0,3
Garfield Park,Food Markets,541101.0,6
Garfield Park,Food Specialties Retail,549910.0,1
Garfield Park,Funeral Homes,726103.0,1
Garfield Park,Furniture Stores,571216.0,2
Garfield Park,Garden Centers,526104.0,1
Garfield Park,Gas Stations,554101.0,5
Garfield Park,Gift Shops,594712.0,1
Garfield Park,Government Pension Health/Welfare Funds,637104.0,2
Garfield Park,Grocery Stores,541105.0,11
Garfield Park,Hardware Stores,525104.0,1
Garfield Park,Health Clubs & Gyms,799101.0,1
Garfield Park,Home Centers,521138.0,1
Garfield Park,Homes Personal Care Facility,805911.0,3
Garfield Park,Hospitals,806202.0,2
Garfield Park,Hotels & Motels,701101.0,2
Garfield Park,House Cleaning,734922.0,2
Garfield Park,Jewelers,594409.0,3
Garfield Park,Laundry & Garment Services NEC,721999.0,1
Garfield Park,Legal Services,811198.0,1
Garfield Park,Libraries,823106.0,1
Garfield Park,Manicurists,723102.0,3
Garfield Park,Manufacturers,399903.0,4
Garfield Park,Museums,841201.0,1
Garfield Park,Musical Instruments,573608.0,1
Garfield Park,Nursing & Personal Care NEC,805999.0,9
Garfield Park,Parking Garages,752102.0,1
Garfield Park,Parks,799951.0,6
Garfield Park,Pharmacies,591205.0,5
Garfield Park,Photography,722121.0,1
Garfield Park,Real Estate Agents,653118.0,9
Garfield Park,Real Estate Developers,655202.0,1
Garfield Park,Recycling Centers (Wholesale),509312.0,1
Garfield Park,Retail Shops,531104.0,1
Garfield Park,Rubber & Plastic Footwear Retail,566112.0,11
Garfield Park,Schools (K-12),821103.0,11
Garfield Park,Shopping Centers & Malls,651201.0,1
Garfield Park,Sportswear,569913.0,7
Garfield Park,Stadiums Arenas & Athletic Fields,794104.0,1
Garfield Park,Stock Exchanges,623102.0,3
Garfield Park,Tax Return Preparation & Filing,729101.0,5
Garfield Park,Taxis,412101.0,1
Garfield Park,Technical Schools,821115.0,1
Garfield Park,Telephone Companies,481304.0,3
Garfield Park,Tire Service,753402.0,1
Garfield Park,Train Stations,401190.0,5
Garfield Park,Transportation Services,411914.0,2
Garfield Park,Travel Agents,472402.0,1
Garfield Park,Truck Repair & Service,753812.0,1
Garfield Park,Variety Stores,533101.0,2
Garfield Park,Vocational Schools NEC,824999.0,1
Garfield Park,Wines Retail,592103.0,5
Garfield Ridge,(All) Auto Dealers,551102.0,3
Garfield Ridge,(All) Dentists,802101.0,2
Garfield Ridge,(All) Doctors,801101.0,27
Garfield Ridge,(All) Insurance,641112.0,12
Garfield Ridge,(All) Restaurants,581208.0,14
Garfield Ridge,Advertising Marketing,731115.0,3
Garfield Ridge,Art Schools,829919.0,1
Garfield Ridge,Auto Body Shops,753201.0,4
Garfield Ridge,Auto Rental,751401.0,14
Garfield Ridge,Bakers Cake & Pie,546103.0,3
Garfield Ridge,Banks,602101.0,12
Garfield Ridge,Banquet Rooms,581223.0,1
Garfield Ridge,Bars,581301.0,5
Garfield Ridge,Beauty Salons-Equipment &  Supplies (Wholesale),508702.0,15
Garfield Ridge,Book Stores,594201.0,1
Garfield Ridge,Business Services NEC,738999.0,5
Garfield Ridge,Cafes,581214.0,2
Garfield Ridge,Car Service,411904.0,10
Garfield Ridge,Caterers,581212.0,1
Garfield Ridge,Cell Phones,599902.0,2
Garfield Ridge,Chinaware & Glassware Retail,571921.0,1
Garfield Ridge,Church Organizations,866104.0,8
Garfield Ridge,Cigar Cigarette & Tobacco Dealers-Wholesale,519402.0,1
Garfield Ridge,City Government Executive Offices,911104.0,1
Garfield Ridge,Clothing Retail,565101.0,1
Garfield Ridge,Coffee Shops,581228.0,2
Garfield Ridge,Computer Parts & Supplies,573402.0,1
Garfield Ridge,Computer Services,737101.0,1
Garfield Ridge,Condominiums,651301.0,2
Garfield Ridge,Construction Building Contractors,152130.0,19
Garfield Ridge,Construction Materials NEC (Wholesale),503999.0,10
Garfield Ridge,Convenience Stores,541103.0,1
Garfield Ridge,Copiers,504403.0,2
Garfield Ridge,Day Care,835101.0,1
Garfield Ridge,Delivery Service,421205.0,2
Garfield Ridge,Department Stores,531102.0,1
Garfield Ridge,Dry Cleaners,721201.0,3
Garfield Ridge,Dvd Sales & Service,573132.0,1
Garfield Ridge,Electric Charging Station,554112.0,1
Garfield Ridge,Electronic Equipment & Supplies Retail,573117.0,3
Garfield Ridge,Federal Government General Offices,919901.0,2
Garfield Ridge,Financial Planners,628205.0,1
Garfield Ridge,Florists,599201.0,1
Garfield Ridge,Food Markets,541101.0,2
Garfield Ridge,Funeral Homes,726103.0,3
Garfield Ridge,Furniture Stores,571216.0,4
Garfield Ridge,Gas Stations,554101.0,5
Garfield Ridge,Gift Shops,594712.0,3
Garfield Ridge,Government Pension Health/Welfare Funds,637104.0,1
Garfield Ridge,Grocery Stores,541105.0,4
Garfield Ridge,Hardware Stores,525104.0,1
Garfield Ridge,Health Clubs & Gyms,799101.0,1
Garfield Ridge,Hobby & Model Shops,594508.0,1
Garfield Ridge,Home Centers,521138.0,2
Garfield Ridge,Homes Personal Care Facility,805911.0,1
Garfield Ridge,Hospitals,806202.0,1
Garfield Ridge,Hotels & Motels,701101.0,2
Garfield Ridge,Ice Cream Parlors,581203.0,1
Garfield Ridge,Investments,621111.0,5
Garfield Ridge,Jewelers,594409.0,1
Garfield Ridge,Laundry & Garment Services NEC,721999.0,1
Garfield Ridge,Legal Services,811198.0,5
Garfield Ridge,Libraries,823106.0,1
Garfield Ridge,Manicurists,723102.0,1
Garfield Ridge,Manufacturers,399903.0,2
Garfield Ridge,Misc Equipment Rental & Leasing,735999.0,2
Garfield Ridge,News Service,738301.0,1
Garfield Ridge,Nursing & Personal Care NEC,805999.0,10
Garfield Ridge,Opticians,599504.0,1
Garfield Ridge,Paint Stores,523107.0,1
Garfield Ridge,Parking Garages,752102.0,7
Garfield Ridge,Parks,799951.0,6
Garfield Ridge,Pharmacies,591205.0,2
Garfield Ridge,Port Services,962105.0,2
Garfield Ridge,Post Offices,431101.0,1
Garfield Ridge,Preschools,835102.0,1
Garfield Ridge,Publishers,274105.0,1
Garfield Ridge,Pubs,581305.0,1
Garfield Ridge,Real Estate Agents,653118.0,8
Garfield Ridge,Retail Shops,531104.0,1
Garfield Ridge,Rubber & Plastic Footwear Retail,566112.0,2
Garfield Ridge,Schools (K-12),821103.0,7
Garfield Ridge,Sports Tutoring,829975.0,1
Garfield Ridge,Stock Exchanges,623102.0,1
Garfield Ridge,Tax Return Preparation & Filing,729101.0,5
Garfield Ridge,Taxis,412101.0,2
Garfield Ridge,Technical Schools,821115.0,1
Garfield Ridge,Telephone Companies,481304.0,1
Garfield Ridge,Transportation Services,411914.0,5
Garfield Ridge,Travel Agents,472402.0,7
Garfield Ridge,Truck Repair & Service,753812.0,3
Garfield Ridge,Variety Stores,533101.0,1
Garfield Ridge,Wines Retail,592103.0,1
Gold Coast,(All) Auto Dealers,551102.0,1
Gold Coast,(All) Dentists,802101.0,4
Gold Coast,(All) Doctors,801101.0,16
Gold Coast,(All) Insurance,641112.0,4
Gold Coast,(All) Restaurants,581208.0,9
Gold Coast,Advertising Marketing,731115.0,7
Gold Coast,Amusement Places,799601.0,1
Gold Coast,Art Galleries & Dealers,599969.0,1
Gold Coast,Banks,602101.0,9
Gold Coast,Barbers,724101.0,1
Gold Coast,Bars,581301.0,9
Gold Coast,Beauty Salons-Equipment &  Supplies (Wholesale),508702.0,22
Gold Coast,Bed & Breakfasts,701107.0,2
Gold Coast,Book Stores,594201.0,1
Gold Coast,Business Services NEC,738999.0,18
Gold Coast,Cafes,581214.0,1
Gold Coast,Car Service,411904.0,2
Gold Coast,Cell Phones,599902.0,4
Gold Coast,Children's Clothing,564103.0,2
Gold Coast,Church Organizations,866104.0,1
Gold Coast,Clothing Retail,565101.0,10
Gold Coast,Cocktail Lounges,581303.0,2
Gold Coast,Coffee Shops,581228.0,1
Gold Coast,Colleges & Universities,822101.0,1
Gold Coast,Computer Parts & Supplies,573402.0,2
Gold Coast,Condominiums,651301.0,7
Gold Coast,Construction Building Contractors,152130.0,10
Gold Coast,Construction Materials NEC (Wholesale),503999.0,3
Gold Coast,Convenience Stores,541103.0,1
Gold Coast,Curtains Shower & Bath Wholesale,502332.0,3
Gold Coast,Day Care,835101.0,3
Gold Coast,Delicatessens,581209.0,1
Gold Coast,Delivery Service,421205.0,3
Gold Coast,Department Stores,531102.0,1
Gold Coast,Distribution Services,731908.0,1
Gold Coast,Dry Cleaners,721201.0,10
Gold Coast,Electric Charging Station,554112.0,1
Gold Coast,Financial Planners,628205.0,6
Gold Coast,Food Markets,541101.0,1
Gold Coast,Gift Shops,594712.0,2
Gold Coast,Government Pension Health/Welfare Funds,637104.0,3
Gold Coast,Grocery Stores,541105.0,4
Gold Coast,Health Clubs & Gyms,799101.0,2
Gold Coast,Homes Personal Care Facility,805911.0,2
Gold Coast,Hotels & Motels,701101.0,4
Gold Coast,House Cleaning,734922.0,1
Gold Coast,Ice Cream Parlors,581203.0,1
Gold Coast,Investments,621111.0,10
Gold Coast,Jewelers,594409.0,4
Gold Coast,Legal Services,811198.0,9
Gold Coast,Manicurists,723102.0,2
Gold Coast,Manufacturers,399903.0,1
Gold Coast,Medical Supplies,504704.0,1
Gold Coast,Miscellaneous Food Stores,549999.0,1
Gold Coast,Museums,841201.0,5
Gold Coast,News Service,738301.0,1
Gold Coast,Nursing & Personal Care NEC,805999.0,1
Gold Coast,Office Equipment (Wholesale),504498.0,1
Gold Coast,Parking Garages,752102.0,19
Gold Coast,Parks,799951.0,1
Gold Coast,Pet Services,75210.0,1
Gold Coast,Pharmacies,591205.0,2
Gold Coast,Photography,722121.0,1
Gold Coast,Post Offices,431101.0,1
Gold Coast,Publishers,274105.0,2
Gold Coast,Pubs,581305.0,2
Gold Coast,Real Estate Agents,653118.0,80
Gold Coast,Real Estate Developers,655202.0,2
Gold Coast,Retail Shops,531104.0,6
Gold Coast,Rubber & Plastic Footwear Retail,566112.0,2
Gold Coast,Sportswear,569913.0,2
Gold Coast,State Government General Offices,919902.0,1
Gold Coast,Subs & Sandwiches,581219.0,1
Gold Coast,Synagogues,866112.0,2
Gold Coast,Taxis,412101.0,1
Gold Coast,Tea Rooms,581236.0,1
Gold Coast,Tennis Courts Public,799971.0,1
Gold Coast,Travel Agents,472402.0,2
Grand Boulevard,(All) Dentists,802101.0,4
Grand Boulevard,(All) Doctors,801101.0,9
Grand Boulevard,(All) Insurance,641112.0,5
Grand Boulevard,(All) Places Of Worship,866107.0,2
Grand Boulevard,(All) Restaurants,581208.0,15
Grand Boulevard,Advertising Marketing,731115.0,4
Grand Boulevard,Apartments,651303.0,1
Grand Boulevard,Appetizers & Snacks Etc,581217.0,1
Grand Boulevard,Auto Body Shops,753201.0,1
